txn_id,amount,hour,day_of_week,latitude,longitude,city,device_id,transaction_frequency,user_avg_amount,is_new_device,amount_to_avg_ratio,is_night,is_fraud
TXN005486,406.8,12,0,26.911359,75.747911,Jaipur,DEV_3100,3,415.58,0,0.9765,0,0
TXN005487,664.4,9,6,18.689018,73.795161,Pune,DEV_5887,2,777.15,0,0.8538,0,0
TXN005488,18450.0,19,6,26.281016,80.567791,Kanpur,DEV_7804,4,15326.86,0,1.2037,0,0
TXN005489,130.0,15,4,28.906733,77.000939,Delhi,DEV_7936,2,131.69,1,0.9797,0,0
TXN005490,10530.0,15,3,23.148831,77.561821,Bhopal,DEV_8220,5,9073.6,0,1.1604,0,0
TXN005491,4210.0,7,1,27.099342,75.64247,Jaipur,DEV_5753,5,3732.28,0,1.1277,0,0
TXN005492,848.4,16,2,21.015135,72.892195,Surat,DEV_7094,4,1094.4,0,0.7745,0,0
TXN005493,3938.8,13,0,21.077933,72.62283,Surat,DEV_1197,3,3972.7,0,0.9912,0,0
TXN005494,3587.6,18,4,22.742462,88.569326,Kolkata,DEV_6532,1,3886.22,0,0.9229,0,0
TXN005495,193.2,15,5,26.890075,80.793245,Lucknow,DEV_8962,4,175.92,0,1.092,0,0
TXN005496,1157.2,14,3,13.262856,77.306063,Bangalore,DEV_9942,5,1285.9,0,0.8992,0,0
TXN005497,1646.0,11,0,18.227974,73.627973,Pune,DEV_6936,4,2097.49,0,0.7844,0,0
TXN005498,2250.0,14,1,27.02915,75.795317,Jaipur,DEV_2038,1,2315.78,1,0.9712,0,0
TXN005499,4042.0,22,0,17.214284,78.785963,Hyderabad,DEV_2841,5,4040.59,0,1.0001,1,0
TXN005500,2496.4,15,0,12.819487,77.300003,Bangalore,DEV_3257,4,2398.85,1,1.0402,0,0
TXN005501,3090.8,20,1,20.99746,79.032182,Nagpur,DEV_4738,5,2756.34,1,1.1209,0,0
TXN005502,2582.0,14,5,12.996703,77.502099,Bangalore,DEV_6617,4,3344.6,0,0.7718,0,0
TXN005503,338.0,19,1,28.346745,77.143226,Delhi,DEV_5115,5,327.31,1,1.0295,0,0
TXN005504,462.8,12,0,21.253718,79.153181,Nagpur,DEV_6383,3,425.46,0,1.0852,0,0
TXN005505,1838.0,18,5,26.552038,80.310068,Kanpur,DEV_7852,4,1771.68,1,1.0368,0,0
TXN005506,954.0,5,1,21.090112,79.04658,Nagpur,DEV_1132,5,805.39,0,1.1831,1,0
TXN005507,460.4,7,4,18.565598,73.998452,Pune,DEV_9377,2,377.36,0,1.2168,0,0
TXN005508,849.2,20,5,23.357154,77.688044,Bhopal,DEV_6788,1,914.86,0,0.9272,0,0
TXN005509,1810.0,18,3,13.260959,77.719772,Bangalore,DEV_5230,2,1740.49,0,1.0393,0,0
TXN005510,634.8,12,0,26.191098,80.472888,Kanpur,DEV_3253,2,543.47,0,1.1659,0,0
TXN005511,121.2,20,3,25.455664,85.035653,Patna,DEV_9787,5,147.6,0,0.8156,0,0
TXN005512,1930.0,10,3,18.333142,73.931577,Pune,DEV_9491,3,2190.8,0,0.8806,0,0
TXN005513,4842.0,12,1,25.847593,85.215679,Patna,DEV_8069,1,4668.49,0,1.0369,0,0
TXN005514,12262.0,6,3,26.667518,80.801373,Lucknow,DEV_1724,1,14630.27,0,0.8381,0,0
TXN005515,33610.8,19,3,17.236259,78.759634,Hyderabad,DEV_9943,4,36338.02,0,0.9249,0,0
TXN005516,1250.0,15,5,21.267766,79.288875,Nagpur,DEV_2816,5,1488.41,0,0.8393,0,0
TXN005517,610.0,13,2,27.148629,75.716959,Jaipur,DEV_2462,1,494.01,1,1.2323,0,0
TXN005518,3170.0,10,6,18.411242,73.704185,Pune,DEV_6647,2,3411.6,0,0.9289,0,0
TXN005519,2370.0,6,3,23.066295,72.664301,Ahmedabad,DEV_3944,4,2617.55,0,0.9051,0,0
TXN005520,1308.4,9,6,25.636713,85.355554,Patna,DEV_8671,2,1516.93,0,0.862,0,0
TXN005521,768.4,21,0,17.504592,78.738288,Hyderabad,DEV_9099,4,959.39,0,0.8001,0,0
TXN005522,14250.0,10,5,28.701454,76.971773,Delhi,DEV_1378,4,13830.68,0,1.0302,0,0
TXN005523,1034.8,9,1,25.868148,85.175982,Patna,DEV_7943,1,1318.37,0,0.7843,0,0
TXN005524,2126.0,2,6,13.24746,80.287718,Chennai,DEV_4410,3,2649.17,0,0.8022,1,0
TXN005525,3015.6,10,1,12.973365,80.319868,Chennai,DEV_9694,4,3726.18,0,0.8091,0,0
TXN005526,4518.0,16,3,19.170751,72.683876,Mumbai,DEV_7307,2,4248.7,1,1.0631,0,0
TXN005527,678.8,8,5,22.702071,88.166865,Kolkata,DEV_9236,3,766.82,1,0.8841,0,0
TXN005528,1897.2,15,2,17.557719,78.33903,Hyderabad,DEV_3901,3,2098.38,0,0.9037,0,0
TXN005529,882.8,11,1,23.185221,72.821279,Ahmedabad,DEV_8287,2,851.51,0,1.0355,0,0
TXN005530,208.4,8,4,18.6273,73.597274,Pune,DEV_1493,3,244.58,0,0.8486,0,0
TXN005531,962.8,10,3,22.768222,88.443973,Kolkata,DEV_5641,4,1020.59,0,0.9425,0,0
TXN005532,4050.0,18,1,22.709669,88.421267,Kolkata,DEV_5275,5,4228.83,0,0.9575,0,0
TXN005533,1326.0,23,0,28.633054,77.125208,Delhi,DEV_6438,5,1429.17,0,0.9272,1,0
TXN005534,1181.2,8,0,22.970146,77.638428,Bhopal,DEV_4911,3,1401.31,0,0.8423,0,0
TXN005535,490.8,12,5,25.775679,84.93166,Patna,DEV_2178,1,487.41,0,1.0049,0,0
TXN005536,4073.2,15,6,27.076802,81.173544,Lucknow,DEV_6553,4,4786.72,0,0.8508,0,0
TXN005537,27810.0,13,2,18.776276,73.787071,Pune,DEV_4657,3,30691.93,0,0.9061,0,0
TXN005538,4042.8,13,5,18.73707,74.127016,Pune,DEV_7708,2,4060.21,0,0.9955,0,0
TXN005539,6042.0,18,3,17.130049,78.731924,Hyderabad,DEV_7951,4,7631.68,0,0.7916,0,0
TXN005540,210.0,8,1,21.2464,72.639188,Surat,DEV_2557,3,241.05,1,0.8676,0,0
TXN005541,23490.0,13,5,20.995185,78.919824,Nagpur,DEV_6743,5,26205.01,1,0.8964,0,0
TXN005542,482.0,14,1,18.749346,73.869291,Pune,DEV_3494,5,389.62,1,1.2339,0,0
TXN005543,550.0,19,2,21.147395,72.606393,Surat,DEV_9304,3,483.42,0,1.1354,0,0
TXN005544,18146.8,12,5,28.43696,77.325422,Delhi,DEV_2934,3,22862.13,0,0.7937,0,0
TXN005545,346.0,19,3,19.340275,72.584182,Mumbai,DEV_7530,4,301.43,0,1.1441,0,0
TXN005546,130.0,19,3,28.508779,77.085034,Delhi,DEV_6806,5,140.29,0,0.9201,0,0
TXN005547,40178.0,10,5,25.379418,85.148417,Patna,DEV_8449,1,36621.95,0,1.0971,0,0
TXN005548,22066.0,7,6,26.263625,80.073304,Kanpur,DEV_7130,2,23295.53,1,0.9472,0,0
TXN005549,2578.8,14,5,28.861397,77.451354,Delhi,DEV_4641,3,2861.51,0,0.9009,0,0
TXN005550,10930.0,7,0,28.324328,77.33981,Delhi,DEV_8408,3,11690.25,0,0.9349,0,0
TXN005551,111.6,8,0,18.456201,74.019822,Pune,DEV_9365,1,143.45,1,0.7726,0,0
TXN005552,130.0,13,1,25.538514,85.056609,Patna,DEV_9801,2,132.52,1,0.9736,0,0
TXN005553,429.2,16,4,12.924697,77.548255,Bangalore,DEV_9099,4,381.64,0,1.1217,0,0
TXN005554,1754.0,9,6,12.9742,80.370117,Chennai,DEV_7465,3,2105.55,0,0.8326,0,0
TXN005555,370.8,6,1,23.24907,77.57836,Bhopal,DEV_8181,5,335.07,1,1.1033,0,0
TXN005556,1010.0,13,2,22.553336,88.301873,Kolkata,DEV_3444,2,974.95,1,1.0349,0,0
TXN005557,153.2,22,5,22.512909,88.207959,Kolkata,DEV_8407,3,168.17,1,0.9056,1,0
TXN005558,6138.0,20,6,17.299726,78.396917,Hyderabad,DEV_2755,1,7184.75,0,0.8542,0,0
TXN005559,15024.4,12,4,19.048504,72.640171,Mumbai,DEV_5399,2,18091.38,0,0.8304,0,0
TXN005560,19090.0,16,5,12.83393,80.464134,Chennai,DEV_2163,4,20028.58,1,0.9531,0,0
TXN005561,544.4,13,1,26.598087,80.753379,Lucknow,DEV_6837,4,621.04,0,0.8752,0,0
TXN005562,153.2,10,2,27.118199,75.74366,Jaipur,DEV_3564,2,130.61,0,1.164,0,0
TXN005563,29542.0,10,1,28.416901,77.285313,Delhi,DEV_7372,2,27249.81,0,1.0841,0,0
TXN005564,2080.4,16,1,17.201556,78.312255,Hyderabad,DEV_2750,4,2368.67,0,0.8779,0,0
TXN005565,1809.2,12,0,27.164241,75.84771,Jaipur,DEV_7053,4,1856.81,0,0.9738,0,0
TXN005566,12190.8,12,3,21.170891,72.973062,Surat,DEV_2634,3,11890.16,0,1.0252,0,0
TXN005567,1729.2,12,3,23.410782,77.485925,Bhopal,DEV_6997,1,1658.03,1,1.0423,0,0
TXN005568,1135.6,21,3,23.020267,72.41875,Ahmedabad,DEV_4545,5,1133.24,0,1.0012,0,0
TXN005569,3506.0,18,2,23.209894,72.609899,Ahmedabad,DEV_4627,3,3010.65,0,1.1641,0,0
TXN005570,3246.0,9,6,22.577883,88.304335,Kolkata,DEV_3268,2,3481.06,1,0.9322,0,0
TXN005571,130.0,11,6,19.040636,73.052225,Mumbai,DEV_4278,3,122.54,1,1.0523,0,0
TXN005572,14730.0,10,3,25.71918,84.950399,Patna,DEV_5242,4,16447.75,1,0.8955,0,0
TXN005573,998.0,16,1,23.288885,72.775682,Ahmedabad,DEV_3857,5,1256.66,0,0.7935,0,0
TXN005574,7963.6,18,2,18.78106,73.970153,Pune,DEV_9465,3,7173.33,0,1.11,0,0
TXN005575,771.6,16,5,21.399253,72.704092,Surat,DEV_4127,5,973.78,0,0.7916,0,0
TXN005576,129.2,6,3,13.242649,80.496551,Chennai,DEV_4830,5,140.54,0,0.9128,0,0
TXN005577,210.0,10,0,26.674774,75.727353,Jaipur,DEV_7618,5,182.04,0,1.1473,0,0
TXN005578,6248.4,16,1,18.692365,73.646851,Pune,DEV_5135,3,6870.35,1,0.9093,0,0
TXN005579,858.0,11,5,17.680509,78.331102,Hyderabad,DEV_5773,3,1022.06,0,0.8387,0,0
TXN005580,15890.0,14,4,26.874216,80.69466,Lucknow,DEV_9405,1,15723.83,0,1.0105,0,0
TXN005581,129.2,15,5,26.636074,80.59101,Kanpur,DEV_1299,5,157.01,1,0.8177,0,0
TXN005582,3170.0,16,3,28.824397,77.384754,Delhi,DEV_1937,3,3850.81,0,0.823,0,0
TXN005583,336.4,19,1,23.283042,77.361651,Bhopal,DEV_4375,4,430.68,1,0.7793,0,0
TXN005584,39053.2,10,0,18.37208,73.642905,Pune,DEV_4966,2,49723.07,1,0.7854,0,0
TXN005585,3474.8,8,6,13.078127,77.622757,Bangalore,DEV_7631,3,4165.44,1,0.834,0,0
TXN005586,3352.4,9,1,22.966937,72.616003,Ahmedabad,DEV_3958,5,2909.49,0,1.1518,0,0
TXN005587,77058.0,9,5,21.17888,79.140995,Nagpur,DEV_5664,5,73452.28,0,1.0491,0,0
TXN005588,121.2,10,2,22.798932,88.334161,Kolkata,DEV_2594,1,118.7,0,1.0125,0,0
TXN005589,2998.8,11,2,21.034471,78.984545,Nagpur,DEV_5545,1,2629.93,0,1.1398,0,0
TXN005590,4148.4,20,4,26.834886,75.820298,Jaipur,DEV_2017,5,3549.19,0,1.1685,0,0
TXN005591,1263.6,3,4,28.766984,77.217037,Delhi,DEV_5441,2,1533.64,0,0.8234,1,0
TXN005592,1486.0,8,6,18.58097,73.690126,Pune,DEV_8158,5,1560.19,1,0.9518,0,0
TXN005593,1128.4,17,2,17.602109,78.478495,Hyderabad,DEV_6162,5,1233.42,0,0.9141,0,0
TXN005594,1099.6,11,0,18.804704,73.12554,Mumbai,DEV_6823,1,1008.53,1,1.0892,0,0
TXN005595,50.0,12,3,23.441929,77.446969,Bhopal,DEV_7887,2,56.9,0,0.8636,0,0
TXN005596,1250.0,7,0,27.1063,75.510591,Jaipur,DEV_6331,4,1456.31,0,0.8577,0,0
TXN005597,5761.2,13,0,21.261273,72.92027,Surat,DEV_6676,3,7460.54,0,0.7721,0,0
TXN005598,5017.2,9,2,20.896995,72.629072,Surat,DEV_9804,3,4048.0,0,1.2391,0,0
TXN005599,409.2,20,5,18.642246,73.944984,Pune,DEV_1573,2,372.45,0,1.0957,0,0
TXN005600,6049.2,21,0,21.240192,73.10616,Surat,DEV_6557,5,5817.94,1,1.0396,0,0
TXN005601,10843.6,14,3,18.585279,73.824554,Pune,DEV_9858,2,11646.52,0,0.931,0,0
TXN005602,850.0,19,5,12.838928,77.65258,Bangalore,DEV_9837,1,1052.27,0,0.807,0,0
TXN005603,129.2,10,4,26.532733,80.075038,Kanpur,DEV_7374,2,135.1,1,0.9493,0,0
TXN005604,130.0,7,6,26.454623,80.221799,Kanpur,DEV_2404,2,122.13,0,1.0558,0,0
TXN005605,12287.6,14,6,25.504544,85.210208,Patna,DEV_5524,2,9892.87,0,1.2419,0,0
TXN005606,130.0,16,1,28.439046,77.145892,Delhi,DEV_1097,5,127.78,0,1.0095,0,0
TXN005607,1009.2,11,0,25.838255,85.43676,Patna,DEV_5929,3,1190.55,0,0.847,0,0
TXN005608,130.0,12,4,26.87579,80.715832,Lucknow,DEV_8713,1,116.85,0,1.1031,0,0
TXN005609,450.0,12,1,26.7041,81.035713,Lucknow,DEV_2671,5,454.19,1,0.9886,0,0
TXN005610,526.8,19,4,13.074858,80.395238,Chennai,DEV_2129,4,582.4,0,0.903,0,0
TXN005611,3316.4,20,6,23.407724,77.670753,Bhopal,DEV_6613,5,3385.0,0,0.9794,0,0
TXN005612,850.0,12,5,12.952367,80.567031,Chennai,DEV_2196,2,814.18,1,1.0427,0,0
TXN005613,5650.0,10,1,18.555444,74.036705,Pune,DEV_8955,3,7000.5,1,0.807,0,0
TXN005614,370.0,20,5,19.30964,73.016944,Mumbai,DEV_4893,1,387.23,0,0.953,0,0
TXN005615,130.0,8,2,28.563477,77.259217,Delhi,DEV_4382,2,117.16,0,1.1002,0,0
TXN005616,370.0,9,4,22.311031,88.13874,Kolkata,DEV_2594,1,465.63,0,0.7929,0,0
TXN005617,1008.4,10,3,25.40805,84.889285,Patna,DEV_6707,5,1287.32,0,0.7827,0,0
TXN005618,1086.0,11,6,13.250155,80.206287,Chennai,DEV_6002,5,1211.46,0,0.8957,0,0
TXN005619,4050.0,18,1,21.025502,79.324772,Nagpur,DEV_5101,1,4683.95,0,0.8645,0,0
TXN005620,2218.0,15,2,20.979794,79.328629,Nagpur,DEV_8954,3,1927.22,0,1.1503,0,0
TXN005621,409.2,6,6,18.80632,73.595195,Pune,DEV_1055,3,428.95,0,0.9517,0,0
TXN005622,5325.2,17,6,12.944931,77.402698,Bangalore,DEV_9057,2,5552.4,0,0.9589,0,0
TXN005623,550.8,9,2,25.744327,85.15397,Patna,DEV_5733,1,617.26,0,0.8909,0,0
TXN005624,2449.2,11,6,23.374827,77.290182,Bhopal,DEV_8090,1,2178.65,0,1.1237,0,0
TXN005625,99271.6,8,0,18.44652,73.703732,Pune,DEV_8258,5,103469.2,0,0.9594,0,0
TXN005626,5467.6,18,3,20.905927,79.192427,Nagpur,DEV_4575,2,5372.04,0,1.0176,0,0
TXN005627,1760.4,16,1,13.095304,80.144401,Chennai,DEV_8057,5,2261.51,0,0.7781,0,0
TXN005628,18840.4,22,5,21.02037,79.149096,Nagpur,DEV_8720,5,18361.43,0,1.026,1,0
TXN005629,3889.2,11,1,12.868146,77.527755,Bangalore,DEV_5984,1,3855.95,1,1.0084,0,0
TXN005630,5642.0,12,0,22.645462,88.337124,Kolkata,DEV_6782,2,5122.25,0,1.1013,0,0
TXN005631,1034.8,11,4,19.153211,73.126417,Mumbai,DEV_7974,5,1042.66,0,0.9915,0,0
TXN005632,1882.0,16,6,23.235218,72.369982,Ahmedabad,DEV_6068,1,2255.66,0,0.834,0,0
TXN005633,111.6,15,5,28.770763,77.40889,Delhi,DEV_6414,1,128.2,0,0.8638,0,0
TXN005634,65889.2,9,2,22.761564,88.530715,Kolkata,DEV_9148,2,74519.66,0,0.8842,0,0
TXN005635,4534.8,7,3,25.47467,85.061489,Patna,DEV_7576,2,5288.24,0,0.8574,0,0
TXN005636,130.0,13,6,26.884053,75.629931,Jaipur,DEV_7213,4,149.4,0,0.8644,0,0
TXN005637,9179.6,12,1,22.433415,88.587126,Kolkata,DEV_2769,2,9777.28,1,0.9388,0,0
TXN005638,130.0,8,6,22.367061,88.400553,Kolkata,DEV_7213,4,138.35,1,0.9329,0,0
TXN005639,3586.8,11,5,25.710232,85.106591,Patna,DEV_9722,5,4306.14,1,0.8328,0,0
TXN005640,5746.8,19,6,26.847315,75.734873,Jaipur,DEV_3198,5,6301.49,1,0.9118,0,0
TXN005641,65812.4,18,0,12.952097,80.367903,Chennai,DEV_7064,5,77236.65,0,0.8521,0,0
TXN005642,130.0,16,2,21.017417,72.993637,Surat,DEV_2181,2,157.16,0,0.822,0,0
TXN005643,1326.0,15,1,26.611625,80.134132,Kanpur,DEV_1826,2,1393.57,1,0.9508,0,0
TXN005644,3528.4,12,0,12.814866,77.360884,Bangalore,DEV_3858,2,4123.96,0,0.8554,0,0
TXN005645,5650.0,10,6,21.330743,72.888094,Surat,DEV_4517,3,5063.58,1,1.1156,0,0
TXN005646,859.6,11,6,13.239758,80.139963,Chennai,DEV_5071,1,1053.76,0,0.815,0,0
TXN005647,121.2,6,3,21.328415,72.845141,Surat,DEV_4013,3,133.58,0,0.9006,0,0
TXN005648,2730.0,9,4,23.419403,77.306566,Bhopal,DEV_3667,4,2615.43,0,1.0434,0,0
TXN005649,105.2,13,5,26.884248,81.194324,Lucknow,DEV_3787,2,107.76,0,0.9673,0,0
TXN005650,2865.2,18,5,26.533623,80.106809,Kanpur,DEV_6083,4,2811.41,0,1.0188,0,0
TXN005651,1810.0,17,0,21.244552,78.834554,Nagpur,DEV_7209,4,1725.04,1,1.0486,0,0
TXN005652,14713.2,5,4,21.033193,72.622801,Surat,DEV_3586,1,12651.29,1,1.1629,1,0
TXN005653,16050.0,8,5,26.430603,80.283534,Kanpur,DEV_1451,3,15858.58,0,1.012,0,0
TXN005654,3390.0,21,5,26.989465,80.73508,Lucknow,DEV_7137,5,3680.62,0,0.9208,0,0
TXN005655,1644.4,6,5,13.192061,77.319802,Bangalore,DEV_4039,3,1350.97,0,1.2163,0,0
TXN005656,574.0,13,0,26.557975,80.567633,Kanpur,DEV_2153,5,726.0,0,0.7895,0,0
TXN005657,849.2,9,4,21.214356,79.116239,Nagpur,DEV_6891,5,1042.07,0,0.8141,0,0
TXN005658,50.0,21,1,18.735034,73.933619,Pune,DEV_8019,4,53.18,1,0.9228,0,0
TXN005659,1195.6,17,1,26.910862,75.918335,Jaipur,DEV_3057,3,1358.67,0,0.8793,0,0
TXN005660,95716.62,8,3,25.65926,84.223187,Patna,DEV_9839,15,29919.61,0,3.199,0,1
TXN005661,652.4,18,1,26.5665,80.188088,Kanpur,DEV_1808,3,675.9,1,0.9638,0,0
TXN005662,10370.0,9,0,18.926104,72.901691,Mumbai,DEV_9872,5,10250.54,0,1.0116,0,0
TXN005663,5988.4,7,5,12.682277,77.744297,Bangalore,DEV_2663,2,5789.04,0,1.0343,0,0
TXN005664,192.4,5,0,27.125991,81.210718,Lucknow,DEV_7066,4,164.05,0,1.1657,1,0
TXN005665,7090.0,18,4,18.801105,73.147817,Mumbai,DEV_5848,4,6319.65,0,1.1217,0,0
TXN005666,2050.0,11,5,27.14219,81.202401,Lucknow,DEV_8632,1,1796.23,1,1.1406,0,0
TXN005667,10712.4,18,6,20.984855,78.854379,Nagpur,DEV_7541,3,9153.13,0,1.1702,0,0
TXN005668,218.0,9,5,23.278322,72.326222,Ahmedabad,DEV_5135,2,256.03,1,0.8482,0,0
TXN005669,636.4,7,0,12.828919,79.999749,Chennai,DEV_6919,2,706.36,0,0.8997,0,0
TXN005670,7249.2,7,1,12.914199,80.50251,Chennai,DEV_7746,4,6229.45,1,1.1635,0,0
TXN005671,130.0,9,5,26.948166,81.24169,Lucknow,DEV_2679,4,134.83,0,0.9571,0,0
TXN005672,8530.0,11,4,28.453473,77.258715,Delhi,DEV_4504,4,10652.8,0,0.8007,0,0
TXN005673,130.0,4,2,22.579278,88.322216,Kolkata,DEV_4803,1,113.44,0,1.136,1,0
TXN005674,153.2,9,2,21.292693,79.369793,Nagpur,DEV_6704,2,126.08,1,1.2055,0,0
TXN005675,849.2,17,5,20.927065,72.868882,Surat,DEV_6073,1,1035.03,0,0.8197,0,0
TXN005676,450.0,18,5,25.328465,85.417827,Patna,DEV_7422,4,426.56,0,1.0525,0,0
TXN005677,50.8,6,5,26.687795,80.793408,Lucknow,DEV_8248,3,44.81,0,1.1089,0,0
TXN005678,26434.8,18,1,27.059524,75.895316,Jaipur,DEV_8915,2,26886.94,0,0.9831,0,0
TXN005679,20290.0,15,1,13.111725,77.332498,Bangalore,DEV_9950,1,26076.49,0,0.7781,0,0
TXN005680,770.0,11,6,26.631179,80.924625,Lucknow,DEV_5044,5,731.28,1,1.0515,0,0
TXN005681,15970.0,6,1,26.738913,80.542388,Kanpur,DEV_7032,5,14844.35,0,1.0758,0,0
TXN005682,2449.2,17,6,19.354697,73.139079,Mumbai,DEV_9290,1,2929.89,1,0.8357,0,0
TXN005683,6449.2,13,0,13.230836,77.714741,Bangalore,DEV_1280,3,5424.15,0,1.1888,0,0
TXN005684,1020.4,10,2,26.197545,80.227408,Kanpur,DEV_7927,2,1237.29,1,0.824,0,0
TXN005685,130.0,8,6,26.697174,75.965923,Jaipur,DEV_9687,1,113.0,0,1.1404,0,0
TXN005686,409.2,15,4,21.418568,78.988811,Nagpur,DEV_9796,5,379.07,0,1.0766,0,0
TXN005687,8850.0,16,5,28.619302,77.441691,Delhi,DEV_8738,5,8102.57,0,1.0921,0,0
TXN005688,850.0,11,5,13.243204,80.013452,Chennai,DEV_1258,3,710.14,0,1.1953,0,0
TXN005689,1314.0,13,5,19.097584,72.735861,Mumbai,DEV_4054,2,1132.02,0,1.1597,0,0
TXN005690,15262.8,13,2,18.760662,73.817297,Pune,DEV_4057,3,18424.52,0,0.8284,0,0
TXN005691,1249.2,18,0,18.80902,72.882943,Mumbai,DEV_7749,4,1395.78,0,0.8943,0,0
TXN005692,54050.0,9,6,26.550003,80.650798,Lucknow,DEV_2404,5,57200.38,1,0.9449,0,0
TXN005693,529.2,15,6,12.927838,80.438717,Chennai,DEV_6985,1,624.54,1,0.846,0,0
TXN005694,121.2,18,6,26.913814,81.059239,Lucknow,DEV_1904,1,143.65,0,0.8379,0,0
TXN005695,1130.0,12,0,18.224878,73.810312,Pune,DEV_4144,1,1196.68,0,0.9435,0,0
TXN005696,849.2,13,0,26.777915,75.931457,Jaipur,DEV_4864,4,823.03,0,1.0305,0,0
TXN005697,552.4,10,4,12.875828,80.123346,Chennai,DEV_6238,2,706.58,0,0.7807,0,0
TXN005698,3474.8,19,4,23.308921,77.622854,Bhopal,DEV_6191,5,4130.64,0,0.841,0,0
TXN005699,7385.2,9,0,18.336053,73.901553,Pune,DEV_2593,5,6774.24,0,1.09,0,0
TXN005700,1644.4,19,5,23.119293,72.303407,Ahmedabad,DEV_2457,2,1888.78,0,0.8702,0,0
TXN005701,111.6,22,4,21.314459,79.058119,Nagpur,DEV_1613,4,123.19,0,0.8986,1,0
TXN005702,9200.4,16,3,25.350943,85.423123,Patna,DEV_7711,3,8857.31,0,1.0386,0,0
TXN005703,4850.0,16,6,17.188026,78.5046,Hyderabad,DEV_2582,1,4467.29,0,1.0854,0,0
TXN005704,4840.4,18,0,26.661826,80.994864,Lucknow,DEV_3793,5,5300.85,1,0.913,0,0
TXN005705,3722.0,10,5,27.064284,75.884013,Jaipur,DEV_5004,1,3700.56,1,1.0055,0,0
TXN005706,290.0,3,6,18.907058,73.163618,Mumbai,DEV_6911,4,375.15,1,0.771,1,0
TXN005707,4850.0,12,4,27.123961,81.076425,Lucknow,DEV_9211,2,6147.81,0,0.7888,0,0
TXN005708,141.2,12,3,22.438511,88.523984,Kolkata,DEV_6602,5,176.57,0,0.7952,0,0
TXN005709,110.8,19,0,13.184787,80.010235,Chennai,DEV_8462,1,108.35,0,1.0133,0,0
TXN005710,50.0,15,5,17.24496,78.361493,Hyderabad,DEV_6012,5,59.65,0,0.8244,0,0
TXN005711,121.2,8,4,26.195831,80.50378,Kanpur,DEV_2796,2,121.08,0,0.9928,0,0
TXN005712,534.0,8,0,12.782689,77.718906,Bangalore,DEV_8559,2,484.75,0,1.0993,0,0
TXN005713,1326.0,15,1,12.857011,77.557615,Bangalore,DEV_4510,5,1627.09,0,0.8145,0,0
TXN005714,442.0,9,5,22.824017,88.25962,Kolkata,DEV_3141,5,475.96,0,0.9267,0,0
TXN005715,850.0,18,3,23.030051,77.689625,Bhopal,DEV_2710,2,750.13,1,1.1316,0,0
TXN005716,113939.6,11,1,26.236585,80.132183,Kanpur,DEV_4675,2,129287.07,0,0.8813,0,0
TXN005717,193.2,19,3,28.431892,77.351456,Delhi,DEV_2897,1,240.16,0,0.8011,0,0
TXN005718,899.6,5,2,26.523352,80.384602,Kanpur,DEV_7745,2,1130.9,0,0.7948,1,0
TXN005719,10754.0,9,3,21.263343,72.966583,Surat,DEV_6337,4,11809.07,1,0.9106,0,0
TXN005720,12479.6,11,1,18.261276,73.679065,Pune,DEV_6606,2,11595.92,0,1.0761,0,0
TXN005721,452.4,14,2,20.97218,73.00313,Surat,DEV_7334,4,537.54,1,0.84,0,0
TXN005722,398.8,8,5,27.17584,75.90217,Jaipur,DEV_2525,1,342.26,0,1.1618,0,0
TXN005723,130.0,20,2,27.095109,76.010085,Jaipur,DEV_2613,4,153.96,1,0.8389,0,0
TXN005724,1650.0,20,4,19.234601,72.97889,Mumbai,DEV_9070,1,1842.48,0,0.895,0,0
TXN005725,24218.0,10,0,23.509197,77.179353,Bhopal,DEV_2319,3,19639.3,0,1.2331,0,0
TXN005726,1650.0,13,0,18.49792,73.808065,Pune,DEV_5221,1,1355.04,0,1.2168,0,0
TXN005727,130.0,20,0,22.554532,88.186796,Kolkata,DEV_7904,1,105.98,0,1.2152,0,0
TXN005728,3090.0,15,6,26.297894,80.258384,Kanpur,DEV_8326,1,2711.08,0,1.1393,0,0
TXN005729,664.4,7,1,21.348872,73.025772,Surat,DEV_4228,3,836.24,0,0.7936,0,0
TXN005730,2849.2,16,4,19.094075,72.827461,Mumbai,DEV_4526,3,3299.72,0,0.8632,0,0
TXN005731,689.2,8,5,26.874923,80.965931,Lucknow,DEV_1591,1,672.94,0,1.0226,0,0
TXN005732,38808.4,14,4,22.991087,77.59324,Bhopal,DEV_3057,4,43387.34,1,0.8944,0,0
TXN005733,449.2,0,2,26.746379,75.650474,Jaipur,DEV_5956,5,391.29,0,1.1451,1,0
TXN005734,24102.8,7,6,25.376113,85.041304,Patna,DEV_6225,4,28040.96,0,0.8595,0,0
TXN005735,850.0,11,3,18.507984,73.684561,Pune,DEV_6229,5,934.75,0,0.9084,0,0
TXN005736,4793.2,9,2,26.277362,80.059874,Kanpur,DEV_6530,5,4754.6,0,1.0079,0,0
TXN005737,208.4,17,2,22.366065,88.379597,Kolkata,DEV_3719,1,175.75,0,1.1791,0,0
TXN005738,14592.4,15,3,26.662864,75.907881,Jaipur,DEV_8461,5,12411.73,0,1.1756,0,0
TXN005739,16079.6,19,0,25.70787,84.973182,Patna,DEV_3094,2,17754.67,0,0.9056,0,0
TXN005740,3341.2,13,4,21.28287,72.634017,Surat,DEV_1446,2,4143.69,1,0.8061,0,0
